#London subway
#
# Density[P/m²] Velocity[m/s]
  0.039720  1.616470
  0.114380  1.616511
  0.168302  1.616542
  0.230543  1.614839
  0.305251  1.611410
  0.375788  1.609716
  0.450569  1.601083
  0.496316  1.592437
  0.537939  1.582053
  0.567191  1.566460
  0.592319  1.549128
  0.617375  1.537000
  0.646723  1.514469
  0.671852  1.497138
  0.701103  1.481545
  0.722132  1.460744
  0.751408  1.443417
  0.772388  1.426085
  0.797492  1.410488
  0.826768  1.393161
  0.851897  1.375829
  0.881148  1.360237
  0.906228  1.346374
  0.935456  1.332516
  0.952240  1.318648
  0.973196  1.303051
  0.998277  1.289189
  1.023429  1.270122
  1.044410  1.252791
  1.073686  1.235463
  1.102908  1.221605
  1.123913  1.202535
  1.149046  1.185207
  1.178318  1.167876
  1.195130  1.152278
  1.228508  1.138420
  1.249481  1.121089
  1.278742  1.105496
  1.303843  1.089899
  1.328998  1.070832
  1.358269  1.053505
  1.387541  1.036178
  1.412696  1.017112
  1.441978  0.999785
  1.475399  0.982457
  1.500575  0.961657
  1.525676  0.946064
  1.563300  0.925272
  1.596700  0.909679
  1.630121  0.892352
  1.667767  0.869826
  1.701188  0.852499
  1.734609  0.835176
  1.763913  0.816110
  1.793088  0.805721
  1.826520  0.788393
  1.864069  0.772805
  1.897436  0.758947
  1.947455  0.741633
  1.976630  0.731239
  2.018328  0.715656
  2.055856  0.701797
  2.101693  0.686214
  2.151690  0.670630
  2.193378  0.655046
  2.235001  0.644661
  2.289148  0.629082
  2.347433  0.613503
  2.401548  0.599658
  2.451438  0.591012
  2.493083  0.578893
  2.555399  0.571986
  2.626133  0.556416
  2.717528  0.546058
  2.771567  0.537417
  2.804827  0.532231
  2.850546  0.525320
  2.908659  0.521882
  2.995840  0.516723
  3.049804  0.513286
  3.112099  0.508113
  3.207568  0.502963
  3.286407  0.501274
  3.336200  0.499566
  3.377705  0.497854
  3.419199  0.496142
  3.469003  0.494434
  3.547831  0.492740
  3.630863  0.487581
  3.672314  0.489338
  3.722118  0.487630
  3.830003  0.484219
  3.883977  0.480781
  3.921333  0.479065
  3.975222  0.480831
  4.012556  0.480848
  4.095587  0.475690
  4.149508  0.475721
  4.191035  0.472274
  4.249223  0.463633
  4.290728  0.461921
  4.361311  0.456758
  4.452706  0.446398
  4.519237  0.434293
  4.589874  0.425660
  4.643988  0.411814
  4.714743  0.394508
  4.781328  0.378934
  4.827283  0.354677
  4.881473  0.335628
  4.931567  0.313108
  4.973383  0.288849
  5.019393  0.261123
  5.048643  0.245530
  5.077990  0.222999
  5.115636  0.200471
  5.145004  0.176206
  5.182650  0.153679
  5.195313  0.138076
  5.228852  0.112078
  5.254061  0.089545
  5.275109  0.067009
  5.308702  0.037543
  5.325558  0.018474
  5.338242  0.001137


#schoolboys
#
# Density[P/m²]   Velocity [m/s]
  0.015809  1.486409
  0.098605  1.486364
  0.168983  1.486324
  0.243471  1.484571
  0.309680  1.482824
  0.375805  1.475930
  0.437736  1.465608
  0.491359  1.453578
  0.540731  1.434695
  0.573600  1.419246
  0.606412  1.400372
  0.630973  1.383214
  0.655479  1.362628
  0.675872  1.343759
  0.704546  1.324885
  0.728940  1.297441
  0.753362  1.271709
  0.777867  1.251123
  0.806402  1.223680
  0.826767  1.203093
  0.859497  1.179074
  0.883974  1.156776
  0.916676  1.131040
  0.957546  1.098442
  0.998445  1.067560
  1.031119  1.040112
  1.068015  1.017805
  1.096684  0.998931
  1.129471  0.978340
  1.162311  0.961178
  1.190959  0.940592
  1.231938  0.914852
  1.268895  0.895973
  1.305789  0.873666
  1.350970  0.851354
  1.396227  0.834188
  1.437323  0.815305
  1.474270  0.796427
  1.515388  0.779260
  1.556517  0.762094
  1.605880  0.743211
  1.651094  0.722612
  1.696350  0.705445
  1.753948  0.683129
  1.807482  0.665954
  1.873443  0.648774
  1.922784  0.628175
  1.980521  0.614428
  2.038205  0.597253
  2.091803  0.583511
  2.157786  0.568043
  2.232077  0.554292
  2.285676  0.540546
  2.351658  0.525083
  2.430067  0.509611
  2.496168  0.501001
  2.570492  0.488962
  2.653147  0.480348
  2.756442  0.468291
  2.843300  0.463101
  2.942542  0.456190
  3.037732  0.454424
  3.137081  0.454370
  3.244719  0.454317
  3.339909  0.452551
  3.455824  0.452488
  3.584101  0.448992
  3.683483  0.450651
  3.770395  0.448894
  3.857329  0.448845
  3.960828  0.448791
  4.076711  0.447015
  4.196764  0.446951
  4.316797  0.445173
  4.424424  0.445115
  4.540285  0.441625
  4.635507  0.441574
  4.767944  0.439789
  4.925203  0.436277
  5.045235  0.434499
  5.173545  0.432716
  5.285235  0.427514
  5.367976  0.424041
  5.467186  0.415416
  5.566353  0.403362
  5.669594  0.387877
  5.743886  0.374122
  5.813985  0.356940
  5.879914  0.338047
  5.933287  0.310587
  5.986745  0.288271
  6.036119  0.269386
  6.081215  0.241931
  6.122247  0.219622
  6.163289  0.197312
  6.216555  0.162995
  6.257415  0.130399
  6.298425  0.106376
  6.339382  0.078923
  6.388530  0.046322
  6.425402  0.022301
  6.449879  0.000000
